Data export from TecQuipment CE2000

Data series 1

    Time   Pump 2       LT     Flow 
   247.00    5.400    7.920    3.910
   247.10    5.400    7.920    3.910
   247.20    5.400    7.920    3.910
   247.30    5.400    7.920    3.915
   247.40    5.400    7.920    3.915
   247.50    5.400    7.920    3.920
   247.60    5.400    7.920    3.920
   247.70    5.400    7.920    3.920
   247.80    5.400    7.920    3.920
   247.90    5.400    7.920    3.920
   248.00    5.400    7.920    3.920
   248.10    5.400    7.920    3.925
   248.20    5.400    7.920    3.925
   248.30    5.400    7.920    3.925
   248.40    5.400    7.920    3.925
   248.50    5.400    7.920    3.925
   248.60    5.400    7.920    3.925
   248.70    5.400    7.915    3.925
   248.80    5.400    7.920    3.930
   248.90    5.400    7.920    3.930
   249.00    5.400    7.920    3.935
   249.10    5.400    7.920    3.935
   249.20    5.400    7.920    3.935
   249.30    5.400    7.920    3.935
   249.40    5.400    7.920    3.940
   249.50    5.400    7.920    3.945
   249.60    5.400    7.920    3.945
   249.70    5.400    7.920    3.940
   249.80    5.400    7.915    3.940
   249.90    5.400    7.915    3.940
   250.00    5.400    7.920    3.940
   250.10    5.400    7.915    3.935
   250.20    5.400    7.920    3.935
   250.30    5.400    7.915    3.940
   250.40    5.400    7.915    3.940
   250.50    5.400    7.915    3.940
   250.60    5.400    7.915    3.935
   250.70    5.400    7.920    3.935
   250.80    5.400    7.915    3.935
   250.90    5.400    7.915    3.930
   251.00    5.400    7.915    3.930
   251.10    5.400    7.915    3.925
   251.20    5.400    7.915    3.925
   251.30    5.400    7.915    3.925
   251.40    5.400    7.915    3.925
   251.50    5.400    7.915    3.925
   251.60    5.400    7.915    3.925
   251.70    5.400    7.915    3.925
   251.80    5.400    7.915    3.925
   251.90    5.400    7.915    3.925
   252.00    5.400    7.915    3.930
   252.10    5.400    7.915    3.930
   252.20    5.400    7.915    3.935
   252.30    5.400    7.915    3.935
   252.40    5.400    7.915    3.935
   252.50    5.400    7.915    3.940
   252.60    5.400    7.915    3.935
   252.70    5.400    7.915    3.940
   252.80    5.400    7.915    3.940
   252.90    5.400    7.915    3.935
   253.00    5.400    7.915    3.935
   253.10    5.400    7.915    3.935
   253.20    5.400    7.915    3.940
   253.30    5.400    7.915    3.940
   253.40    5.400    7.915    3.940
   253.50    5.400    7.910    3.940
   253.60    5.400    7.910    3.940
   253.70    5.400    7.910    3.940
   253.80    5.400    7.915    3.940
   253.90    5.400    7.915    3.940
   254.00    5.400    7.910    3.940
   254.10    5.400    7.915    3.945
   254.20    5.400    7.910    3.940
   254.30    5.400    7.910    3.940
   254.40    5.400    7.910    3.940
   254.50    5.400    7.910    3.940
   254.60    5.400    7.910    3.935
   254.70    5.400    7.910    3.930
   254.80    5.400    7.910    3.930
   254.90    5.400    7.910    3.930
   255.00    5.400    7.910    3.925
   255.10    5.400    7.910    3.930
   255.20    5.400    7.910    3.930
   255.30    5.400    7.910    3.930
   255.40    5.400    7.910    3.930
   255.50    5.400    7.910    3.935
   255.60    5.400    7.910    3.935
   255.70    5.400    7.910    3.935
   255.80    5.400    7.910    3.940
   255.90    5.400    7.910    3.940
   256.00    5.400    7.910    3.940
   256.10    5.400    7.910    3.945
   256.20    5.400    7.910    3.940
   256.30    5.400    7.910    3.940
   256.40    5.400    7.910    3.945
   256.50    5.400    7.910    3.945
   256.60    5.400    7.910    3.945
   256.70    5.400    7.910    3.940
   256.80    5.400    7.910    3.940
   256.90    5.400    7.910    3.940
   257.00    5.400    7.910    3.940
   257.10    5.400    7.910    3.945
   257.20    5.400    7.910    3.940
   257.30    5.400    7.910    3.940
   257.40    5.400    7.910    3.945
   257.50    5.400    7.910    3.940
   257.60    5.400    7.910    3.940
   257.70    5.400    7.910    3.940
   257.80    5.400    7.910    3.940
   257.90    5.400    7.910    3.940
   258.00    5.400    7.910    3.940
   258.10    5.400    7.905    3.940
   258.20    5.400    7.910    3.945
   258.30    5.400    7.910    3.945
   258.40    5.400    7.910    3.945
   258.50    5.400    7.910    3.945
   258.60    5.400    7.910    3.945
   258.70    5.400    7.910    3.940
   258.80    5.400    7.905    3.940
   258.90    5.400    7.905    3.940
   259.00    5.400    7.910    3.940
   259.10    5.400    7.910    3.940
   259.20    5.400    7.910    3.945
   259.30    5.400    7.910    3.940
   259.40    5.400    7.905    3.945
   259.50    5.400    7.905    3.940
   259.60    5.400    7.905    3.945
   259.70    5.400    7.905    3.945
   259.80    5.400    7.905    3.945
   259.90    5.400    7.905    3.940
   260.00    5.400    7.905    3.940
   260.10    5.400    7.910    3.940
   260.20    5.400    7.905    3.940
   260.30    5.400    7.905    3.940
   260.40    5.400    7.905    3.945
   260.50    5.400    7.905    3.940
   260.60    5.400    7.905    3.940
   260.70    5.400    7.905    3.940
   260.80    5.400    7.905    3.940
   260.90    5.400    7.905    3.935
   261.00    5.400    7.905    3.930
   261.10    5.400    7.905    3.925
   261.20    5.400    7.905    3.930
   261.30    5.400    7.905    3.930
   261.40    5.400    7.905    3.930
   261.50    5.400    7.905    3.935
   261.60    5.400    7.905    3.935
   261.70    5.400    7.905    3.935
   261.80    5.400    7.905    3.940
   261.90    5.400    7.905    3.940
   262.00    5.400    7.905    3.940
   262.10    5.400    7.905    3.940
   262.20    5.400    7.905    3.945
   262.30    5.400    7.905    3.945
   262.40    5.400    7.905    3.945
   262.50    5.400    7.905    3.950
   262.60    5.400    7.905    3.950
   262.70    5.400    7.905    3.950
   262.80    5.400    7.905    3.955
   262.90    5.400    7.905    3.955
   263.00    5.400    7.905    3.955
   263.10    5.400    7.905    3.955
   263.20    5.400    7.905    3.955
   263.30    5.400    7.905    3.955
   263.40    5.400    7.905    3.955
   263.50    5.400    7.905    3.955
   263.60    5.400    7.905    3.960
   263.70    5.400    7.905    3.965
   263.80    5.400    7.900    3.960
   263.90    5.400    7.905    3.960
   264.00    5.400    7.900    3.960
   264.10    5.400    7.900    3.955
   264.20    5.400    7.900    3.960
   264.30    5.400    7.900    3.960
   264.40    5.400    7.900    3.960
   264.50    5.400    7.905    3.960
   264.60    5.400    7.905    3.960
   264.70    5.400    7.900    3.960
   264.80    5.400    7.900    3.960
   264.90    5.400    7.900    3.960
   265.00    5.400    7.900    3.955
   265.10    5.400    7.905    3.950
   265.20    5.400    7.900    3.950
   265.30    5.400    7.900    3.940
   265.40    5.400    7.900    3.940
   265.50    5.400    7.900    3.940
   265.60    5.400    7.900    3.935
   265.70    5.400    7.900    3.935
   265.80    5.400    7.905    3.935
   265.90    5.400    7.900    3.935
   266.00    5.400    7.900    3.945
   266.10    5.400    7.900    3.945
   266.20    5.400    7.900    3.945
   266.30    5.400    7.900    3.945
   266.40    5.400    7.900    3.940
   266.50    5.400    7.900    3.950
   266.60    5.400    7.900    3.950
   266.70    5.400    7.900    3.950
   266.80    5.400    7.900    3.950
   266.90    5.400    7.900    3.950
   267.00    5.400    7.900    3.955
   267.10    5.400    7.900    3.950
   267.20    5.400    7.900    3.950
   267.30    5.400    7.900    3.950
   267.40    5.400    7.900    3.950
   267.50    5.400    7.900    3.950
   267.60    5.400    7.900    3.955
   267.70    5.400    7.900    3.950
   267.80    5.400    7.900    3.950
   267.90    5.400    7.900    3.955
   268.00    5.400    7.900    3.960
   268.10    5.400    7.900    3.960
   268.20    5.400    7.900    3.960
   268.30    5.400    7.900    3.960
   268.40    5.400    7.900    3.960
   268.50    5.400    7.900    3.965
   268.60    5.400    7.900    3.965
   268.70    5.400    7.900    3.965
   268.80    5.400    7.900    3.965
   268.90    5.400    7.900    3.970
   269.00    5.400    7.900    3.970
   269.10    5.400    7.900    3.965
   269.20    5.400    7.900    3.955
   269.30    5.400    7.900    3.955
   269.40    5.400    7.900    3.955
   269.50    5.400    7.900    3.950
   269.60    5.400    7.900    3.945
   269.70    5.400    7.900    3.945
   269.80    5.400    7.900    3.945
   269.90    5.400    7.900    3.950
   270.00    5.400    7.900    3.950
   270.10    5.400    7.900    3.950
   270.20    5.400    7.900    3.945
   270.30    5.400    7.900    3.940
   270.40    5.400    7.900    3.945
   270.50    5.400    7.895    3.950
   270.60    5.400    7.895    3.955
   270.70    5.400    7.900    3.950
   270.80    5.400    7.900    3.950
   270.90    5.400    7.895    3.950
   271.00    5.400    7.895    3.955
   271.10    5.400    7.895    3.955
   271.20    5.400    7.895    3.955
   271.30    5.400    7.900    3.950
   271.40    5.400    7.900    3.945
   271.50    5.400    7.900    3.940
   271.60    5.400    7.900    3.940
   271.70    5.400    7.895    3.940
   271.80    5.400    7.895    3.940
   271.90    5.400    7.895    3.940
   272.00    5.400    7.895    3.940
   272.10    5.400    7.895    3.945
   272.20    5.400    7.895    3.945
   272.30    5.400    7.895    3.945
   272.40    5.400    7.895    3.950
   272.50    5.400    7.895    3.950
   272.60    5.400    7.895    3.955
   272.70    5.400    7.895    3.955
   272.80    5.400    7.895    3.955
   272.90    5.400    7.895    3.955
   273.00    5.400    7.895    3.955
   273.10    5.400    7.895    3.955
   273.20    5.400    7.895    3.950
   273.30    5.400    7.895    3.945
   273.40    5.400    7.895    3.945
   273.50    5.400    7.895    3.945
   273.60    5.400    7.895    3.950
   273.70    5.400    7.895    3.940
   273.80    5.400    7.895    3.945
   273.90    5.400    7.895    3.945
   274.00    5.400    7.895    3.940
   274.10    5.400    7.895    3.940
   274.20    5.400    7.895    3.945
   274.30    5.400    7.895    3.950
   274.40    5.400    7.895    3.945
   274.50    5.400    7.895    3.945
   274.60    5.400    7.895    3.950
   274.70    5.400    7.895    3.950
   274.80    5.400    7.895    3.950
   274.90    5.400    7.890    3.950
   275.00    5.400    7.895    3.955
   275.10    5.400    7.895    3.960
   275.20    5.400    7.895    3.960
   275.30    5.400    7.895    3.955
   275.40    5.400    7.895    3.955
   275.50    5.400    7.895    3.960
   275.60    5.400    7.900    3.955
   275.70    5.400    7.900    3.955
   275.80    5.400    7.905    3.960
   275.90    5.400    7.910    3.960
   276.00    5.400    7.910    3.960
   276.10    5.400    7.910    3.960
   276.20    5.400    7.915    3.960
   276.30    5.400    7.915    3.960
   276.40    5.400    7.920    3.955
   276.50    5.400    7.925    3.960
   276.60    5.400    7.925    3.960
   276.70    5.400    7.930    3.965
   276.80    5.400    7.935    3.970
   276.90    5.400    7.935    3.970
   277.00    5.400    7.940    3.970
   277.10    5.400    7.945    3.970
   277.20    5.400    7.950    3.975
   277.30    5.400    7.950    3.975
   277.40    5.400    7.955    3.970
   277.50    5.400    7.955    3.970
   277.60    5.400    7.955    3.975
   277.70    5.400    7.960    3.975
   277.80    5.400    7.960    3.970
   277.90    5.400    7.960    3.965
   278.00    5.400    7.960    3.965
   278.10    5.400    7.960    3.965
   278.20    5.400    7.960    3.965
   278.30    5.400    7.960    3.960
   278.40    5.400    7.965    3.955
   278.50    5.500    7.965    3.955
   278.60    5.500    7.970    3.955
   278.70    5.500    7.975    3.965
   278.80    5.500    7.975    3.970
   278.90    5.500    7.980    3.975
   279.00    5.500    7.990    3.970
   279.10    5.500    7.995    3.970
   279.20    5.500    8.005    3.975
   279.30    5.500    8.010    3.970
   279.40    5.500    8.020    3.965
   279.50    5.500    8.030    3.965
   279.60    5.500    8.040    3.965
   279.70    5.500    8.055    3.965
   279.80    5.500    8.065    3.970
   279.90    5.500    8.070    3.970
   280.00    5.500    8.085    3.970
   280.10    5.500    8.090    3.975
   280.20    5.500    8.100    3.975
   280.30    5.500    8.105    3.975
   280.40    5.500    8.110    3.980
   280.50    5.500    8.115    3.980
   280.60    5.500    8.115    3.985
   280.70    5.500    8.120    3.985
   280.80    5.500    8.125    3.990
   280.90    5.500    8.125    3.995
   281.00    5.500    8.130    3.990
   281.10    5.500    8.130    3.990
   281.20    5.500    8.130    3.990
   281.30    5.500    8.135    3.990
   281.40    5.500    8.135    3.990
   281.50    5.500    8.135    3.990
   281.60    5.500    8.140    3.990
   281.70    5.500    8.140    3.985
   281.80    5.500    8.140    3.985
   281.90    5.500    8.145    3.985
   282.00    5.500    8.145    3.980
   282.10    5.500    8.145    3.980
   282.20    5.500    8.150    3.985
   282.30    5.500    8.150    3.980
   282.40    5.500    8.150    3.980
   282.50    5.500    8.150    3.980
   282.60    5.500    8.150    3.985
   282.70    5.500    8.150    3.985
   282.80    5.500    8.155    3.980
   282.90    5.500    8.155    3.980
   283.00    5.500    8.155    3.985
   283.10    5.500    8.155    3.990
   283.20    5.500    8.155    3.995
   283.30    5.500    8.155    4.000
